0,0
14.9,0.8
14.5,3.2
18.8,5.3
23.2,11.1
28.5,12.4
29.3,6.5
9.4,14.3
7.8,20.3
8.9,20.1
9.6,21.8
13,27.6
10.7,28.9
6.1,26.5
1.6,29.8
2.8,19.5
3.5,16.4
3.9,16.2
4.6,8
24.9,2.3
17.1,0.9
0,0
