0,0
14.5,3.2
14.9,0.8
18.8,5.3
23.2,11.1
28.5,12.4
29.3,6.5
17.1,0.9
9.4,14.3
8.9,20.1
7.8,20.3
9.6,21.8
6.1,26.5
10.7,28.9
13,27.6
1.6,29.8
2.8,19.5
3.5,16.4
3.9,16.2
4.6,8
24.9,2.3
0,0
